MAX_STRM_id,GOT2,NewID,ACAD_CAREER,PROG_STATUS,PROG_ACTION,STATUS_DT,ADMIT_TERM,BEGIN_DT,END_DT,EXP_GRAD_TERM,CAMPUS,SAD_LOAD_DESCR,ACAD_PLAN,ACAD_PROG_DESCR,TRNSCR_DESCR,ACAD_ORG,DISABILITY,NATIONALITY,RACE,SEX,MUET,IELTS,LOAN,SPONSOR,SCHOLAR,TOT_CUMULATIVE,N_FINAL_RSLT_DESCR,N_HONOUR_DESCR,CREDITREQUIRED,CNT_DISC,INFO1,CUMM_UNT_PASSD_NOGPA,TOT_TRNSFR,MAX_TOT_PASSD_GPA,LATEST_CH_PASSD,MAX_STRM,SUM_UNT_PASSD_GPA,Prog_Length(Trimester),T1:CUR_GPA,T1:CUM_GPA,T1:UNT_TAKEN_GPA,T1:UNT_TAKEN_NOGPA,T1:UNT_PASSD_GPA,T1:UNT_PASSD_NOGPA,T1:TOT_PASSD_GPA,T2:CUR_GPA,T2:CUM_GPA,T2:UNT_TAKEN_GPA,T2:UNT_TAKEN_NOGPA,T2:UNT_PASSD_GPA,T2:UNT_PASSD_NOGPA,T2:TOT_PASSD_GPA,T3:CUR_GPA,T3:CUM_GPA,T3:UNT_TAKEN_GPA,T3:UNT_TAKEN_NOGPA,T3:UNT_PASSD_GPA,T3:UNT_PASSD_NOGPA,T3:TOT_PASSD_GPA,T4:CUR_GPA,T4:CUM_GPA,T4:UNT_TAKEN_GPA,T4:UNT_TAKEN_NOGPA,T4:UNT_PASSD_GPA,T4:UNT_PASSD_NOGPA,T4:TOT_PASSD_GPA,T5:CUR_GPA,T5:CUM_GPA,T5:UNT_TAKEN_GPA,T5:UNT_TAKEN_NOGPA,T5:UNT_PASSD_GPA,T5:UNT_PASSD_NOGPA,T5:TOT_PASSD_GPA,T6:CUR_GPA,T6:CUM_GPA,T6:UNT_TAKEN_GPA,T6:UNT_TAKEN_NOGPA,T6:UNT_PASSD_GPA,T6:UNT_PASSD_NOGPA,T6:TOT_PASSD_GPA,T7:CUR_GPA,T7:CUM_GPA,T7:UNT_TAKEN_GPA,T7:UNT_TAKEN_NOGPA,T7:UNT_PASSD_GPA,T7:UNT_PASSD_NOGPA,T7:TOT_PASSD_GPA,T8:CUR_GPA,T8:CUM_GPA,T8:UNT_TAKEN_GPA,T8:UNT_TAKEN_NOGPA,T8:UNT_PASSD_GPA,T8:UNT_PASSD_NOGPA,T8:TOT_PASSD_GPA,T9:CUR_GPA,T9:CUM_GPA,T9:UNT_TAKEN_GPA,T9:UNT_TAKEN_NOGPA,T9:UNT_PASSD_GPA,T9:UNT_PASSD_NOGPA,T9:TOT_PASSD_GPA,T10:CUR_GPA,T10:CUM_GPA,T10:UNT_TAKEN_GPA,T10:UNT_TAKEN_NOGPA,T10:UNT_PASSD_GPA,T10:UNT_PASSD_NOGPA,T10:TOT_PASSD_GPA,T11:CUR_GPA,T11:CUM_GPA,T11:UNT_TAKEN_GPA,T11:UNT_TAKEN_NOGPA,T11:UNT_PASSD_GPA,T11:UNT_PASSD_NOGPA,T11:TOT_PASSD_GPA,T12:CUR_GPA,T12:CUM_GPA,T12:UNT_TAKEN_GPA,T12:UNT_TAKEN_NOGPA,T12:UNT_PASSD_GPA,T12:UNT_PASSD_NOGPA,T12:TOT_PASSD_GPA,T13:CUR_GPA,T13:CUM_GPA,T13:UNT_TAKEN_GPA,T13:UNT_TAKEN_NOGPA,T13:UNT_PASSD_GPA,T13:UNT_PASSD_NOGPA,T13:TOT_PASSD_GPA,T14:CUR_GPA,T14:CUM_GPA,T14:UNT_TAKEN_GPA,T14:UNT_TAKEN_NOGPA,T14:UNT_PASSD_GPA,T14:UNT_PASSD_NOGPA,T14:TOT_PASSD_GPA,T15:CUR_GPA,T15:CUM_GPA,T15:UNT_TAKEN_GPA,T15:UNT_TAKEN_NOGPA,T15:UNT_PASSD_GPA,T15:UNT_PASSD_NOGPA,T15:TOT_PASSD_GPA,T16:CUR_GPA,T16:CUM_GPA,T16:UNT_TAKEN_GPA,T16:UNT_TAKEN_NOGPA,T16:UNT_PASSD_GPA,T16:UNT_PASSD_NOGPA,T16:TOT_PASSD_GPA,T17:CUR_GPA,T17:CUM_GPA,T17:UNT_TAKEN_GPA,T17:UNT_TAKEN_NOGPA,T17:UNT_PASSD_GPA,T17:UNT_PASSD_NOGPA,T17:TOT_PASSD_GPA
8,Y,G1014839,UGRD,CM,COMP,"Thursday, 17 February, 2022",1820,"Monday, 19 November, 2018","Sunday, 1 August, 2021",2030,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,OTHERS MYS,F,4,,,,,89,NO GPA,Second Class Honours (Lower Division),126,,"Bahasa Inggeris(SPM-2013):B+, Bahasa Melayu(SPM-2013):B+, Ekonomi Asas(SPM-2013):D, MUET(MUET):4, Matematik(SPM-2013):D, Pendidikan Islam(SPM-2013):C+, Pendidikan Seni(SPM-2013):B, Perdagangan(SPM-2013):C, Sains(SPM-2013):B, Sejarah(SPM-2013):B",20,37,69,126,2030,69,9,2.65,2.65,12,3,12,3,12,2.53,2.6,9,0,9,0,21,3.15,2.8,12,3,12,3,33,2.38,2.65,18,0,18,0,51,0,2.65,0,5,0,5,51,3.23,2.76,12,3,12,3,63,3.5,2.83,6,0,6,0,69,0,2.83,0,6,0,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Y,G1011932,UGRD,CM,COMP,"Thursday, 14 May, 2020",1720,"Monday, 20 November, 2017","Sunday, 12 April, 2020",1920,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,3,,,,,89,PASS,Second Class Honours (Upper Division),126,,"Bahasa Cina(SPM):B, Bahasa Inggeris(SPM):D, Bahasa Melayu(SPM):D, Ekonomi Asas(SPM):E, MUET(MUET):3, Matematik(SPM):D, Pengetahuan Moral(SPM):B+, Prinsip Akaun(SPM):C+, Sains(SPM):A-, Sejarah(SPM):E",20,37,69,126,1920,69,9,3.35,3.35,15,5,15,5,15,3.73,3.49,9,0,9,0,24,3.17,3.38,12,6,12,6,36,,,,,,,,0,3.38,0,6,0,6,36,3.64,3.46,15,3,15,3,51,3.54,3.48,18,0,18,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1010651,UGRD,DC,DISC,"Thursday, 22 February, 2018",1720,"Monday, 20 November, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,,,,,,37,NO GPA,NA,126,1,,0,37,0,37,1720,0,9,0,0,0,18,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1011687,UGRD,DC,DISC,"Friday, 13 April, 2018",1720,"Monday, 20 November, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,,,,,,0,PROBATION,Less 2,126,1,,0,37,0,37,1720,0,9,0,0,15,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1006070,UGRD,CM,COMP,"Thursday, 18 April, 2019",1630,"Monday, 3 April, 2017","Sunday, 7 April, 2019",1820,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,M,3,,,,,89,PASS,Second Class Honours (Lower Division),126,,MUET(MUET):3,20,37,69,126,1820,69,9,1.67,1.67,9,0,6,0,6,2.29,1.98,9,6,9,6,15,2.56,2.27,18,2,18,2,33,0,2.27,0,6,0,6,33,2.58,2.37,18,3,18,3,51,3.17,2.68,18,3,18,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1008858,UGRD,CN,WADM,"Monday, 9 December, 2019",1810,"Monday, 2 July, 2018","Sunday, 1 August, 2021",2030,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,1,,,,,9,PROBATION,Less 2,126,,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):C, Bahasa Melayu(SPM-2013):C, MUET(MUET):1, Matematik(SPM-2013):D, PENDIDIKAN MORAL(SPM-2013):C, Prinsip Akaun(SPM-2013):E, Sains(SPM-2013):C+, Sejarah(SPM-2013):D",3,41,6,50,1810,6,9,1.4,1.4,15,3,6,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Y,G1003160,UGRD,CM,COMP,"Thursday, 28 November, 2019",1630,"Monday, 3 April, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,M,3,,,,,93,NO GPA,Third Class Honours,126,,MUET(MUET):3,20,33,73,126,1910,73,9,2.6,2.6,4,2,4,2,4,2.33,2.39,15,3,15,3,19,2.21,2.31,15,3,15,3,34,2.6,2.36,6,0,6,0,40,2.91,2.51,15,3,15,3,55,2.78,2.57,18,0,18,0,73,0,2.57,0,6,0,6,73,0,2.57,0,3,0,3,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1001778,UGRD,DC,DISC,"Thursday, 29 November, 2018",1810,"Monday, 2 July, 2018","Sunday, 1 August, 2021",2030,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,,,,,,12,PASS,Third Class Honours,126,1,"Asas Perakaunan(SPM-2013):D, Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):D, Ekonomi Asas(SPM-2013):D, Matematik(SPM-2013):A-, Matematik Tambahan(SPM-2013):E, Pengetahuan Moral(SPM-2013):B, Sains(SPM-2013):B, Sejarah(SPM-2013):C",3,37,9,49,1810,9,9,2.25,2.25,15,3,9,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Y,G1002324,UGRD,CM,COMP,"Thursday, 13 January, 2022",1820,"Monday, 19 November, 2018","Sunday, 2 January, 2022",2110,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,M,4,,,,,89,NO GPA,Second Class Honours (Lower Division),126,,MUET(MUET):4,20,37,69,126,2110,69,9,1.87,1.87,12,0,6,0,6,3.03,2.26,6,0,6,0,12,2.59,2.41,15,3,15,3,27,2.6,2.68,15,3,15,3,42,3.83,2.82,6,3,6,3,48,3.42,2.94,12,0,12,0,60,3.44,3.01,9,2,9,2,69,0,3.01,0,6,0,6,69,0,3.01,0,3,0,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1002755,UGRD,CM,COMP,"Thursday, 18 June, 2020",1730,"Monday, 9 April, 2018","Sunday, 12 April, 2020",1920,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,3,,,,,92,PASS,Second Class Honours (Lower Division),126,,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):D, Bahasa Malaysia / Malaysia Language(UEC):A2, Bahasa Melayu(SPM-2013):D, MUET(MUET):3, Matematik(SPM-2013):E, PENDIDIKAN MORAL(SPM-2013):D, Sains(SPM-2013):E, Sejarah(SPM-2013):E",23,37,69,129,1920,69,9,2.09,2.09,9,0,9,0,9,2.53,2.34,12,6,12,6,21,2.53,2.43,18,2,18,2,39,0,2.43,0,6,0,6,39,3.25,2.66,15,3,15,3,54,3.21,2.78,15,6,15,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1014650,UGRD,CM,COMP,"Tuesday, 14 January, 2020",1720,"Monday, 20 November, 2017","Sunday, 17 November, 2019",1910,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,M,3,,,,,89,PASS,Second Class Honours (Lower Division),126,,MUET(MUET):3,20,37,69,126,1910,69,9,3.12,3.12,15,5,15,5,15,3.58,3.29,9,0,9,0,24,2.92,3.17,12,6,12,6,36,3.02,3.12,18,0,18,0,54,0,3.12,0,6,0,6,54,3.36,3.17,15,3,15,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1013998,UGRD,CM,COMP,"Friday, 24 May, 2019",1630,"Monday, 3 April, 2017","Sunday, 7 April, 2019",1820,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,CHINESE,F,3,,,,,89,PASS,Second Class Honours (Lower Division),126,,MUET(MUET):3,20,37,69,126,1820,69,9,2.04,2.04,9,0,6,0,6,2.43,2.27,12,6,12,6,18,2.54,2.39,18,0,18,0,36,0,2.39,0,6,0,6,36,3.16,2.71,18,3,18,3,54,3.55,2.89,15,5,15,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1011192,UGRD,CM,COMP,"Thursday, 18 April, 2019",1630,"Monday, 3 April, 2017","Sunday, 7 April, 2019",1820,MLAKA,Full-Time,AB04,B.B.A. (Hons) (Mktg. Mgmt.),Bachelor of Business Administration (Honours) (Marketing Management),FOB,No disability,Malaysia,INDIAN,F,3,,,,,89,PASS,Second Class Honours (Upper Division),126,,MUET(MUET):3,20,37,69,126,1820,69,9,3.42,3.42,9,0,9,0,9,3.58,3.51,12,6,12,6,21,3.59,3.55,18,0,18,0,39,0,3.55,0,6,0,6,39,3.77,3.61,15,3,15,3,54,3.63,3.61,15,5,15,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1012273,UGRD,DC,DISC,"Friday, 7 July, 2017",1630,"Monday, 3 April, 2017","Sunday, 12 April, 2020",1920,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,F,,,,,,43,PROBATION,Less 2,126,1,,0,37,6,43,1630,6,9,1.87,1.87,9,0,6,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Y,G1011785,UGRD,CM,COMP,"Thursday, 17 February, 2022",1820,"Monday, 19 November, 2018","Sunday, 1 August, 2021",2030,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,OTHERS MYS,F,4,,,,,89,NO GPA,Second Class Honours (Lower Division),126,,"Bahasa Inggeris(SPM):A-, Bahasa Melayu(SPM):C+, Biologi(SPM):D, Fizik(SPM):D, Kimia(SPM):C, MUET(MUET):4, Matematik(SPM):B, Matematik Tambahan(SPM):D, Pendidikan Islam(SPM):C, Sejarah(SPM):D",20,37,69,126,2030,69,9,2.77,2.77,12,3,12,3,12,2.93,2.84,9,0,9,0,21,3.13,2.95,12,3,12,3,33,2.36,2.74,18,0,15,0,48,0,2.74,0,5,0,5,48,3.17,2.82,12,3,12,3,60,3.4,2.97,9,0,9,0,69,0,2.97,0,6,0,6,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Y,G1012643,UGRD,CM,COMP,"Thursday, 22 April, 2021",1710,"Monday, 3 July, 2017","Sunday, 12 April, 2020",1920,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,M,3,,,,,89,PASS,Third Class Honours,126,,MUET(MUET):3,20,37,69,126,1920,69,9,1.99,1.99,15,0,12,0,12,2.67,2.33,15,0,15,0,27,3.02,2.49,9,0,9,0,36,2.32,2.45,12,3,12,3,48,1.97,2.34,15,3,12,3,60,0,2.34,0,6,0,6,60,3.17,2.58,6,6,6,6,66,2.33,2.57,3,2,3,2,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,N,G1009614,UGRD,DC,DISC,"Wednesday, 20 November, 2019",1730,"Monday, 9 April, 2018","Sunday, 11 April, 2021",2020,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,M,3,,,,,68,PROBATION,Third Class Honours,126,1,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):E, Ekonomi Asas(SPM-2013):E, MUET(MUET):3, Matematik(SPM-2013):C+, Matematik Tambahan(SPM-2013):E, Pengetahuan Moral(SPM-2013):D, Prinsip Akaun(SPM-2013):D, Sains(SPM-2013):C+, Sejarah(SPM-2013):C",20,37,48,105,1910,48,9,2.6,2.6,9,0,9,0,9,2.78,2.7,12,6,12,6,21,2.73,2.72,18,2,18,2,39,0,2.72,0,6,0,6,39,1.48,2.37,15,6,9,6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1007039,UGRD,DC,DISC,"Thursday, 19 April, 2018",1720,"Monday, 20 November, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,F,,,,,,11,PROBATION,Less 2,126,1,,5,37,6,48,1720,6,9,1.63,1.63,15,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Y,G1011170,UGRD,CM,COMP,"Thursday, 30 July, 2020",1710,"Monday, 3 July, 2017","Sunday, 5 July, 2020",1930,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,INDIAN,M,4,,,,,126,PASS,Second Class Honours (Lower Division),126,,MUET(MUET):4,20,,106,126,1930,106,9,2.87,2.87,15,3,15,0,15,2.28,2.57,15,3,12,3,27,3.26,2.97,10,0,10,0,37,3.08,3,15,6,15,6,52,2.99,3,15,3,15,3,67,0,3,0,6,0,6,67,3.01,3,18,2,18,2,85,3.21,3.04,18,0,18,0,103,3.53,3.05,3,0,3,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,N,G1001334,UGRD,DC,DISC,"Monday, 9 April, 2018",1720,"Monday, 20 November, 2017","Sunday, 22 November, 2020",2010,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,M,,,,,,0,PROBATION,Less 2,126,1,,0,37,0,37,1720,0,9,0,0,15,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Y,G1004374,UGRD,CM,COMP,"Thursday, 14 April, 2022",1820,"Monday, 19 November, 2018","Sunday, 2 January, 2022",2110,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,INDIAN,F,4,,,,,126,PASS,Second Class Honours (Lower Division),126,,"Bahasa Inggeris(SPM):A-, Bahasa Melayu(SPM):B+, Biologi(SPM):C, Fizik(SPM):C+, Kimia(SPM):B, MUET(MUET):3, MUET(MUET):4, Matematik(SPM):A, Matematik Tambahan(SPM):A-, Pengetahuan Moral(SPM):A+, Sejarah(SPM):C+",20,,106,126,2110,106,9,2.84,2.84,15,3,15,3,15,3.27,2.98,7,0,7,0,22,2.1,2.58,18,0,15,0,37,2.75,2.62,12,6,12,6,49,3.82,2.8,9,0,9,0,58,3.08,2.85,15,3,15,3,73,3.08,2.9,18,0,18,0,91,0,2.9,0,6,0,6,91,3.07,3,15,2,15,2,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1015486,UGRD,CM,COMP,"Thursday, 18 June, 2020",1730,"Monday, 9 April, 2018","Sunday, 12 April, 2020",1920,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,M,3,,,,,89,PASS,Second Class Honours (Lower Division),126,,"Bahasa Cina(SPM-2013):C, Bahasa Inggeris(SPM-2013):D, Bahasa Melayu(SPM-2013):D, Ekonomi Asas(SPM-2013):E, MUET(MUET):2, MUET(MUET):3, Matematik(SPM-2013):A-, PENDIDIKAN MORAL(SPM-2013):D, Prinsip Akaun(SPM-2013):A, Sains(SPM-2013):A, Sejarah(SPM-2013):C",20,37,69,126,1920,69,9,2.6,2.6,9,0,9,0,9,3.16,2.95,15,3,15,3,24,2.79,2.89,15,5,15,5,39,0,2.89,0,6,0,6,39,3.17,2.98,18,3,18,3,57,3.4,3.05,12,3,12,3,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Y,G1002183,UGRD,CM,COMP,"Thursday, 8 August, 2019",1630,"Monday, 3 April, 2017","Sunday, 7 April, 2019",1820,MLAKA,Full-Time,AB03,B.B.A. (Hons) (Banking & Fin.),Bachelor of Business Administration (Honours) (Banking and Finance),FOB,No disability,Malaysia,CHINESE,M,3,,,,,89,PASS,Third Class Honours,126,,MUET(MUET):3,20,37,69,126,1820,69,9,2.29,2.29,9,0,9,0,9,2.77,2.56,12,6,12,6,21,2.33,2.46,18,0,18,0,39,0,2.46,0,6,0,6,39,2.45,2.46,15,3,15,3,54,3.09,2.59,15,5,15,5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Y,G1003980,UGRD,CM,COMP,"Thursday, 29 July, 2021",1820,"Monday, 19 November, 2018","Sunday, 1 August, 2021",2030,CYBER,Full-Time,TB13,B.I.T. (Hons) (Info. Sys.),Bachelor of Information Technology (Honours) Information Systems,FCI,No disability,Malaysia,MALAY,M,4,,,,,99,NO GPA,Second Class Honours (Upper Division),122,,"Bahasa Inggeris(SPM):A, Bahasa Melayu(SPM):B+, Fizik(SPM):D, Kimia(SPM):D, MUET(MUET):4.0, Matematik(SPM):B, Matematik Tambahan(SPM):D, Pendidikan Islam(SPM):A, Prinsip Akaun(SPM):E, Sejarah(SPM):B",20,23,79,122,2030,79,9,3.47,3.47,11,6,11,6,11,3.6,3.5,4,5,4,5,15,2.33,2.9,16,0,12,0,27,2.9,2.9,16,3,16,3,43,3.67,3.21,4,0,4,0,47,3.73,3.34,16,0,16,0,63,3.87,3.45,16,0,16,0,79,0,3.45,0,6,0,6,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,N,G1013706,UGRD,DC,DISC,"Friday, 13 July, 2018",1630,"Monday, 3 April, 2017","Sunday, 12 April, 2020",1920,CYBER,Full-Time,TB10,B.C.S (Hons),Bachelor of Computer Science (Honours) (Software Engineering),FCI,No disability,Malaysia,CHINESE,M,,,,,,28,PROBATION,Less 2,122,1,"Bahasa Cina(SPM):E, Bahasa Inggeris(SPM):C, Bahasa Melayu(SPM):D, Ekonomi Asas(SPM):C+, Matematik(SPM):A, Matematik Tambahan(SPM):B+, Pengetahuan Moral(SPM):B+, Prinsip Akaun(SPM):C+, Sains(SPM):A-, Sejarah(SPM):C+",8,23,20,51,1720,20,9,0,0,0,5,0,5,0,2.65,2.65,16,3,16,3,16,1.15,1.81,20,0,4,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Y,G1005493,UGRD,CM,COMP,"Thursday, 19 November, 2020",1720,"Monday, 20 November, 2017","Sunday, 22 November, 2020",2010,CYBER,Full-Time,TB10,B.C.S (Hons),Bachelor of Computer Science (Honours) (Software Engineering),FCI,No disability,Malaysia,MALAY,F,3,,,,,95,NO GPA,Third Class Honours,122,,MUET(MUET):3,20,27,75,122,2010,75,9,2.83,2.83,8,6,8,6,8,2.55,2.7,7,2,7,2,15,2.45,2.57,16,0,16,0,31,1.97,2.37,16,0,8,0,39,2.27,2.56,4,3,4,3,43,2.69,2.65,12,3,12,3,55,2.33,2.57,20,0,20,0,75,,,,,,,,0,2.57,0,6,0,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
